Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,check_CE
Hunt,MDCE,DBCE,DBCE,0,0,10.789558695637533,336.7064823583872,0.00031999475982402714,0.01805391757036176,False,0.01805391757036176
Hunt,MDCE,DBCE,DBCE,0,1,16.224588561185776,286.5448487067846,0.0001409567673498202,0.12637194396375773,False,0.12637194396375773
Hunt,MDCE,DBCE,DBCE,0,2,18.05041108360293,256.5222547943076,0.00014676998609886027,0.08963581300363865,False,0.08963581300363865
Hunt,MDCE,DBCE,DBCE,0,3,19.910783107064173,238.47231101615722,8.071353048322294e-05,0.08172039534442661,False,0.08172039534442661
Hunt,MDCE,DBCE,DBCE,0,4,19.271907063115982,244.3232526827363,6.943331900544081e-07,0.0006927612337232501,False,0.0006927612337232501
Hunt,MDCE,DBCE,DBCE,0,5,17.566584790176545,246.92640887611012,7.000573493343154e-06,0.006763877888910167,False,0.006763877888910167
Hunt,MDCE,DBCE,DBCE,0,6,7.065677362957457,353.8681865504741,5.5478552847681994e-06,0.005400495159464385,False,0.005400495159464385
Hunt,MDCE,DBCE,DBCE,0,7,4.931485771436107,377.26695428722996,1.4812682138654054e-06,0.0012586312518316363,False,0.0012586312518316363
Hunt,MDCE,DBCE,DBCE,0,8,4.360043745144019,383.67703812570477,1.5111752773577791e-06,0.0012714486214504893,False,0.0012714486214504893
Hunt,MDCE,DBCE,DBCE,0,9,0.9348853228741946,420.7503947553447,2.4117430186265665e-06,0.0012836491779741296,False,0.0012836491779741296
Hunt,MDCE,DBCE,DBCE,0,10,2.7943144361105006,401.27764659844223,8.8904270469925e-06,0.00129608378803217,False,0.00129608378803217
Hunt,MDCE,DBCE,DBCE,0,11,0.5005609919799738,425.61501692880546,8.965447244707774e-06,0.00048656579649784766,False,0.00048656579649784766
Hunt,MDCE,DBCE,DBCE,0,12,3.5120575286254696,393.12489766360875,3.0694847694689997e-06,0.0013321177419744726,False,0.0013321177419744726
Hunt,MDCE,DBCE,DBCE,0,13,0.5005603111822121,425.60292501838967,3.009664145112601e-06,0.0013328201195953878,False,0.0013328201195953878
Hunt,MDCE,DBCE,DBCE,0,14,3.3474391115207043,395.087609783406,3.279320388571705e-06,0.0013647854432033608,False,0.0013647854432033608
Hunt,MDCE,DBCE,DBCE,0,15,3.2386325992626173,396.4540228400416,3.209033915219095e-05,0.0013793011256306843,False,0.0013793011256306843
Hunt,MDCE,DBCE,DBCE,0,16,3.1984623746595178,397.0450913134954,2.8111067393865596e-06,0.001390760570915151,False,0.001390760570915151
Hunt,MDCE,DBCE,DBCE,0,17,3.1800403405641284,397.3589825957764,2.6994417225978395e-06,0.0014051813340432574,False,0.0014051813340432574
Hunt,MDCE,DBCE,DBCE,0,18,0.5005471996153827,425.59464020949696,1.2072394434237133e-05,0.001420490558807114,False,0.001420490558807114
Hunt,MDCE,DBCE,DBCE,0,19,3.2420422273901375,396.84444979783945,0.00018604799420618434,0.0018568065894933716,False,0.0018568065894933716
Hunt,MDCE,DBCE,DBCE,0,20,3.2588995756308825,396.67900872199147,2.499317794502076e-06,0.0014505657238277512,False,0.0014505657238277512
Hunt,MDCE,DBCE,DBCE,0,21,3.313883155666799,396.2034314990584,1.4112548857152533e-06,0.001465176939999358,False,0.001465176939999358
Hunt,MDCE,DBCE,DBCE,0,22,3.385272020857417,395.5313846737906,2.485167065913174e-06,0.0014794805945355816,False,0.0014794805945355816
Hunt,MDCE,DBCE,DBCE,0,23,2.7728529782460325,402.23192102749306,3.409150930000493e-06,0.0014925357012509032,False,0.0014925357012509032
Hunt,MDCE,DBCE,DBCE,0,24,3.185001552917549,397.7480306408679,1.6539928893166689e-06,0.0015042350343926418,False,0.0015042350343926418
Hunt,MDCE,DBCE,DBCE,0,25,3.6703147254448227,392.7425692858702,1.7070126148155396e-06,0.0015234695489250588,False,0.0015234695489250588
Hunt,MDCE,DBCE,DBCE,0,26,3.6947588680770793,392.56149249289894,5.03887678937609e-06,0.0015370667594726722,False,0.0015370667594726722
Hunt,MDCE,DBCE,DBCE,0,27,3.662427134094444,392.94888307195265,1.696458213018559e-06,0.0015509611170399385,False,0.0015509611170399385
Hunt,MDCE,DBCE,DBCE,0,28,3.03918686909279,400.1537025180355,1.4292842576856679e-05,0.0016072047656818583,False,0.0016072047656818583
Hunt,MDCE,DBCE,DBCE,0,29,3.8196326887176233,391.5332221652401,0.005845589352316383,0.0016199267969284814,False,0.0016199267969284814
Hunt,MDCE,DBCE,DBCE,0,30,3.819886744545355,391.4062919639469,1.6865825855916228e-06,0.0015894124845559385,False,0.0015894124845559385
Hunt,MDCE,DBCE,DBCE,0,31,0.6025679917974339,424.7068360736014,1.7216388572647304e-06,0.0016005801651588982,False,0.0016005801651588982
Hunt,MDCE,DBCE,DBCE,0,32,3.889616463191499,390.70655931091375,1.649828121230712e-06,0.001618858959825577,False,0.001618858959825577
Hunt,MDCE,DBCE,DBCE,0,33,0.6106939083700121,424.63817518592015,2.395951518963102e-06,0.0016244319177302763,False,0.0016244319177302763
Hunt,MDCE,DBCE,DBCE,0,34,4.018649822675163,389.416680932684,1.3101620550681758e-06,0.0016486202857382071,False,0.0016486202857382071
Hunt,MDCE,DBCE,DBCE,0,35,4.056923672016163,389.0409506855113,1.7242548153717507e-06,0.0016614279503423493,False,0.0016614279503423493
Hunt,MDCE,DBCE,DBCE,0,36,4.063736124212061,388.97077786261457,1.3386695150163774e-06,0.0016744228325352405,False,0.0016744228325352405
Hunt,MDCE,DBCE,DBCE,0,37,4.103233969721955,388.56908923461185,1.775219963917607e-06,0.0016877693320111243,False,0.0016877693320111243
Hunt,MDCE,DBCE,DBCE,0,38,4.159105415691574,388.0111525903543,3.107839091853748e-06,0.00170052999815324,False,0.00170052999815324
Hunt,MDCE,DBCE,DBCE,0,39,4.166687497742306,387.91371955138925,1.6784266207992005e-06,0.0017139837108286844,False,0.0017139837108286844
Hunt,MDCE,DBCE,DBCE,0,40,4.096575802558104,388.55659098985916,3.1022333573105243e-06,0.001723525047776264,False,0.001723525047776264
Hunt,MDCE,DBCE,DBCE,0,41,0.4736199329419723,426.04139390264453,0.027344601197058505,0.002142837416128121,False,0.002142837416128121
Hunt,MDCE,DBCE,DBCE,0,42,0.4953326551331005,491.1506905367578,0.6217991782081616,0.001682678355293343,False,0.001682678355293343
Hunt,MDCE,DBCE,DBCE,0,43,2.2072754276004245,407.1912403917503,2.7017922382308285e-06,0.0017659525375699721,False,0.0017659525375699721
Hunt,MDCE,DBCE,DBCE,0,44,4.308921495441929,386.3808645486347,1.709944896788329e-06,0.001780199621050855,False,0.001780199621050855
Hunt,MDCE,DBCE,DBCE,0,45,4.3177695049516345,386.2679361736027,1.3502351281502456e-06,0.0017926611393033385,False,0.0017926611393033385
Hunt,MDCE,DBCE,DBCE,0,46,0.6457731718551873,424.3473981258178,1.3478991137875855e-06,0.0018045691867232018,False,0.0018045691867232018
Hunt,MDCE,DBCE,DBCE,0,47,4.427528465802836,385.09584526217725,1.6538627178874776e-06,0.001818370168606089,False,0.001818370168606089
Hunt,MDCE,DBCE,DBCE,0,48,4.488011491451029,384.5842152645956,0.0027312502994130128,0.01449877275450768,False,0.01449877275450768
Hunt,MDCE,DBCE,DBCE,0,49,4.528819637022072,384.17611298238273,0.0003603176084396864,0.0039354353688792944,False,0.0039354353688792944
Hunt,MDCE,DBCE,DBCE,0,50,4.5502711638527,383.82276600183707,0.00028183248885627066,0.0018582154147623183,False,0.0018582154147623183
Hunt,MDCE,DBCE,DBCE,0,51,4.533342279508596,383.93810688912595,1.6580358277451523e-06,0.0018688144927937228,False,0.0018688144927937228
Hunt,MDCE,DBCE,DBCE,0,52,0.6734235062618383,424.1195283069637,2.1693923741850085e-06,0.0018788255349893896,False,0.0018788255349893896
Hunt,MDCE,DBCE,DBCE,0,53,0.5005232434612041,425.646807722551,4.254336743869658e-05,0.0019016353308275293,False,0.0019016353308275293
Hunt,MDCE,DBCE,DBCE,0,54,4.7680109892370846,381.66526796827077,0.0024706402044474274,0.03976888008772361,False,0.03976888008772361
Hunt,MDCE,DBCE,DBCE,0,55,4.814497574035578,381.0346774655152,2.104354045684431e-06,0.0019204689369666649,False,0.0019204689369666649
Hunt,MDCE,DBCE,DBCE,0,56,0.7078543234044734,423.82786178455615,3.0932097700997474e-06,0.001929756934732493,False,0.001929756934732493
Hunt,MDCE,DBCE,DBCE,0,57,4.951370554691311,379.61482195822873,1.3550669359929657e-06,0.001946660915779319,False,0.001946660915779319
Hunt,MDCE,DBCE,DBCE,0,58,4.4359515883368115,388.60881642369634,0.01851757670878884,0.03816044514544746,False,0.03816044514544746
Hunt,MDCE,DBCE,DBCE,0,59,5.079765990370536,378.26235324398,3.4013405022736976e-05,0.001970991968872712,False,0.001970991968872712
Hunt,MDCE,DBCE,DBCE,0,60,2.2481774976263096,416.84679906661745,0.2517430703219974,0.01467295340834217,False,0.01467295340834217
Hunt,MDCE,DBCE,DBCE,0,61,5.2400001317223674,376.38756301770707,1.634742005762746e-06,0.0019939971433401,False,0.0019939971433401
Hunt,MDCE,DBCE,DBCE,0,62,0.7321670996631864,423.62531836240123,3.331852660437562e-06,0.0019997077953482377,False,0.0019997077953482377
Hunt,MDCE,DBCE,DBCE,0,63,0.74502793812356,423.5163625361994,2.7069431567383617e-06,0.0020156970436636624,False,0.0020156970436636624
Hunt,MDCE,DBCE,DBCE,0,64,0.7546690025987445,423.43180092349706,3.153585417692284e-06,0.0020245034067677375,False,0.0020245034067677375
Hunt,MDCE,DBCE,DBCE,0,65,5.074403564627255,377.8916949449599,1.3669293417629014e-06,0.002041020265805189,False,0.002041020265805189
Hunt,MDCE,DBCE,DBCE,0,66,5.457715917391815,373.88954115617935,1.623964635655284e-06,0.0020534399774511224,False,0.0020534399774511224
Hunt,MDCE,DBCE,DBCE,0,67,0.7576963967652776,423.41124635706444,2.120012261741522e-06,0.002064222392385269,False,0.002064222392385269
Hunt,MDCE,DBCE,DBCE,0,68,0.7722328567370373,423.27718536304525,7.039826233867785e-05,0.002076741197517849,False,0.002076741197517849
Hunt,MDCE,DBCE,DBCE,0,69,5.693584749903029,371.3848749861073,1.3272871766122253e-06,0.002090701047573841,False,0.002090701047573841
Hunt,MDCE,DBCE,DBCE,0,70,0.7900255503899981,423.0987718287928,2.76721667091806e-06,0.002102439448954453,False,0.002102439448954453
Hunt,MDCE,DBCE,DBCE,0,71,5.7848299053113506,370.34236242861607,1.608250400408906e-06,0.0021145114281245834,False,0.0021145114281245834
Hunt,MDCE,DBCE,DBCE,0,72,5.807292504355059,370.1347735115395,1.529843004277609e-06,0.0021239175612453257,False,0.0021239175612453257
Hunt,MDCE,DBCE,DBCE,0,73,5.8170313424933955,369.99563068441864,1.6406089429210624e-06,0.0021324081669980956,False,0.0021324081669980956
Hunt,MDCE,DBCE,DBCE,0,74,5.859509630967137,369.5427847307053,1.7161491996375844e-06,0.0021430431704169196,False,0.0021430431704169196
Hunt,MDCE,DBCE,DBCE,0,75,5.862775135237361,369.45250762941765,1.609495932086702e-06,0.0021516832054791725,False,0.0021516832054791725
Hunt,MDCE,DBCE,DBCE,0,76,5.854340745873485,369.4678268398863,1.5969704421081587e-06,0.0021611354421448197,False,0.0021611354421448197
Hunt,MDCE,DBCE,DBCE,0,77,5.891241883250082,369.0211799111893,1.6317266045007273e-06,0.002169543294841011,False,0.002169543294841011
Hunt,MDCE,DBCE,DBCE,0,78,5.973194048762967,368.15184552453013,1.6124859598676267e-06,0.0021802465049916373,False,0.0021802465049916373
Hunt,MDCE,DBCE,DBCE,0,79,5.997912072959608,367.8288936564904,1.6105261053667164e-06,0.002188999279967609,False,0.002188999279967609
Hunt,MDCE,DBCE,DBCE,0,80,6.085439566036557,366.9218343550061,1.5867600140495597e-06,0.0022015108858971072,False,0.0022015108858971072
Hunt,MDCE,DBCE,DBCE,0,81,6.076438945351757,366.90829725892024,6.87305089863699e-06,0.0022078608401249872,False,0.0022078608401249872
Hunt,MDCE,DBCE,DBCE,0,82,6.1616812322678225,365.9838674923776,1.5835605253755602e-06,0.0022205104097701143,False,0.0022205104097701143
Hunt,MDCE,DBCE,DBCE,0,83,6.224823788064424,365.28665573795473,1.5879245722771884e-06,0.0022292727108995884,False,0.0022292727108995884
Hunt,MDCE,DBCE,DBCE,0,84,6.292481137960662,364.52665282538703,1.5849837424752877e-06,0.0022394496889024933,False,0.0022394496889024933
Hunt,MDCE,DBCE,DBCE,0,85,6.333263719194253,364.0389344642404,1.5781563718064717e-06,0.002247103731543621,False,0.002247103731543621
Hunt,MDCE,DBCE,DBCE,0,86,0.9741755503504986,421.2313946014209,1.4664488603887202e-06,0.0022573933944434843,False,0.0022573933944434843
Hunt,MDCE,DBCE,DBCE,0,87,6.453470679315703,362.658313012656,1.5782245128548311e-06,0.0022677552744055137,False,0.0022677552744055137
Hunt,MDCE,DBCE,DBCE,0,88,1.0700740897890295,420.13277990169854,4.687649649781633e-06,0.0022774513967305904,False,0.0022774513967305904
Hunt,MDCE,DBCE,DBCE,0,89,1.1227353843064738,419.5204361297374,3.0313464307596405e-06,0.00228441874933622,False,0.00228441874933622
Hunt,MDCE,DBCE,DBCE,0,90,6.657661464103506,360.35755882952225,1.5489139997271195e-06,0.0023014275858579047,False,0.0023014275858579047
Hunt,MDCE,DBCE,DBCE,0,91,6.735519472955029,359.45717411541176,1.3634066431400527e-06,0.0023097556266799242,False,0.0023097556266799242
Hunt,MDCE,DBCE,DBCE,0,92,6.803229857703501,358.69341644544977,1.5581931265273852e-06,0.0023205592962422875,False,0.0023205592962422875
Hunt,MDCE,DBCE,DBCE,0,93,6.854635492656443,358.04486515268525,1.5943583449029575e-06,0.0023268137878882777,False,0.0023268137878882777
Hunt,MDCE,DBCE,DBCE,0,94,6.927570111903047,357.2231019852229,1.5567152686912777e-06,0.0023369315769632953,False,0.0023369315769632953
Hunt,MDCE,DBCE,DBCE,0,95,1.4760353340035335,415.3222866905605,1.4290467262346193e-06,0.0023430382618696063,False,0.0023430382618696063
Hunt,MDCE,DBCE,DBCE,0,96,1.5703091245145537,414.54695413363424,0.0037794256080665445,0.012050856892212507,False,0.012050856892212507
Hunt,MDCE,DBCE,DBCE,0,97,7.1178647099697905,354.83721424070956,1.3345778757667404e-06,0.002365816913487942,False,0.002365816913487942
Hunt,MDCE,DBCE,DBCE,0,98,12.324375953551645,1377.4511935937603,24.63827922779503,280.52827898175616,False,280.52827898175616
Hunt,MDCE,DBCE,DBCE,0,99,7.361239168264972,351.58190044752075,2.687060636219485e-06,0.0023851579295800967,False,0.0023851579295800967
Hunt,MDCE,DBCE,DBCE,1,0,0.500956412380259,431.8857141125119,3.7918467204203044e-06,0.0006220767900246346,False,0.0006220767900246346
Hunt,MDCE,DBCE,DBCE,1,1,10.632602688621468,337.9715338022502,9.83360813222589e-07,0.0014293371392353322,False,0.0014293371392353322
Hunt,MDCE,DBCE,DBCE,1,2,19.86223048531976,237.84328180211327,1.62895463517998e-06,0.0023614527651583117,False,0.0023614527651583117
Hunt,MDCE,DBCE,DBCE,1,3,19.982009372182524,238.18562305007308,1.7928493782903843e-06,0.002506688914915678,False,0.002506688914915678
Hunt,MDCE,DBCE,DBCE,1,4,20.06795816471386,238.04909053478613,1.7994704109014492e-06,0.0026468768375309537,False,0.0026468768375309537
Hunt,MDCE,DBCE,DBCE,1,5,19.860723596056292,239.48827356588697,1.7822067912121042e-05,0.025875374751949565,False,0.025875374751949565
Hunt,MDCE,DBCE,DBCE,1,6,19.28086274557173,244.85654879824153,0.00011899866154019278,0.17016076912466005,False,0.17016076912466005
Hunt,MDCE,DBCE,DBCE,1,7,18.048550784320916,256.6984071590766,0.0031139472958585657,0.0361629722699881,False,0.0361629722699881
Hunt,MDCE,DBCE,DBCE,1,8,18.90913244396871,247.8220332169925,0.00012216351615279564,0.16940945616097025,False,0.16940945616097025
Hunt,MDCE,DBCE,DBCE,1,9,16.711457670016397,270.5223772659433,0.0001594056637124197,0.15985222533488525,False,0.15985222533488525
Hunt,MDCE,DBCE,DBCE,1,10,17.74066199273234,260.6668318305317,9.095187335006472e-05,0.12369316776401931,False,0.12369316776401931
Hunt,MDCE,DBCE,DBCE,1,11,6.682851474837865,366.43122627912135,0.0028789625000127383,0.0892133994107187,False,0.0892133994107187
Hunt,MDCE,DBCE,DBCE,1,12,11.65246685231669,319.68280456208936,0.00011962972333257049,0.06276228612471496,False,0.06276228612471496
Hunt,MDCE,DBCE,DBCE,1,13,17.390087382032075,265.14404920851433,5.9647878536850385e-05,0.049203909289629096,False,0.049203909289629096
Hunt,MDCE,DBCE,DBCE,1,14,17.591347320163344,262.6805943852227,1.8520029877677757e-05,0.024807842147305043,False,0.024807842147305043
Hunt,MDCE,DBCE,DBCE,1,15,17.359207302526105,264.7133831595495,5.2713574858032075e-05,0.07021572391897041,False,0.07021572391897041
Hunt,MDCE,DBCE,DBCE,1,16,16.193499247852706,277.05836640155417,7.240437511768505e-07,0.0006114617628074517,False,0.0006114617628074517
Hunt,MDCE,DBCE,DBCE,1,17,16.15868587955701,276.25444482747827,1.563069586296706e-05,0.020101584299383097,False,0.020101584299383097
Hunt,MDCE,DBCE,DBCE,1,18,17.50161840031906,263.1264741220591,5.495403965127821e-05,0.04936966037333205,False,0.04936966037333205
Hunt,MDCE,DBCE,DBCE,1,19,2.2444649436021527,417.38384852134146,0.6565531695768776,2.622675520794097,False,2.622675520794097
Hunt,MDCE,DBCE,DBCE,1,20,17.323605975903543,265.1221026877825,6.54269929944995e-06,0.008414650952419552,False,0.008414650952419552
Hunt,MDCE,DBCE,DBCE,1,21,19.89674695618023,239.9941971611587,2.580185691236636e-05,0.03303264742776992,False,0.03303264742776992
Hunt,MDCE,DBCE,DBCE,1,22,13.9668523302821,296.97313314023364,0.0010983667909947314,0.0005899626305799898,False,0.0005899626305799898
Hunt,MDCE,DBCE,DBCE,1,23,10.772161137204748,326.79290482098907,0.0011566406790288752,0.02991427135057548,False,0.02991427135057548
Hunt,MDCE,DBCE,DBCE,1,24,16.038686254740856,276.2753845526634,2.186147004401562e-05,0.016569847689328572,False,0.016569847689328572
Hunt,MDCE,DBCE,DBCE,1,25,6.707923691104452,365.4209446253479,9.390253213226174e-05,0.0011085478213139766,False,0.0011085478213139766
Hunt,MDCE,DBCE,DBCE,1,26,17.44889446550974,262.6191478736469,8.31725014371898e-06,0.010401365019714979,False,0.010401365019714979
Hunt,MDCE,DBCE,DBCE,1,27,62.773784464800414,10186.635185986412,379.52830776078974,2537.5162689920253,False,2537.5162689920253
Hunt,MDCE,DBCE,DBCE,1,28,19.767067916549458,240.23332326940374,2.4470834537382302e-05,0.030463063207022363,False,0.030463063207022363
Hunt,MDCE,DBCE,DBCE,1,29,13.90485879989665,301.4966691256551,0.1003388373393399,0.21850727523557156,False,0.21850727523557156
Hunt,MDCE,DBCE,DBCE,1,30,17.515948989205807,261.0683043628517,1.6584950216724792e-05,0.02036404579318264,False,0.02036404579318264
Hunt,MDCE,DBCE,DBCE,1,31,10.468361131531891,327.790936324825,6.374793137808865e-07,0.0005682031395923736,False,0.0005682031395923736
Hunt,MDCE,DBCE,DBCE,1,32,17.49921100157962,262.0372005515955,7.726758300563574e-05,0.0942404458642328,False,0.0942404458642328
Hunt,MDCE,DBCE,DBCE,1,33,5.078152491977555,379.899062524859,0.0013482117288035056,0.0005631514326425269,False,0.0005631514326425269
Hunt,MDCE,DBCE,DBCE,1,34,17.48513678174068,260.65965361430636,1.467388187492702e-05,0.016644345329849798,False,0.016644345329849798
Hunt,MDCE,DBCE,DBCE,1,35,16.209719732428155,273.66156274701996,0.0035773889187105112,0.0005602843117292969,False,0.0005602843117292969
Hunt,MDCE,DBCE,DBCE,1,36,17.904020060353844,256.120907841335,0.0001401095431727839,0.11575268446875295,False,0.11575268446875295
Hunt,MDCE,DBCE,DBCE,1,37,16.17590850005023,274.808296572582,0.03848098854203741,0.03748154419786415,False,0.03748154419786415
Hunt,MDCE,DBCE,DBCE,1,38,16.180915730714535,273.3159512708577,4.682943393063965e-07,0.0005527353795744791,False,0.0005527353795744791
Hunt,MDCE,DBCE,DBCE,1,39,6.42785334094032,370.257244569783,0.17306944155767567,0.9027120985065906,False,0.9027120985065906
Hunt,MDCE,DBCE,DBCE,1,40,19.373322870997335,241.12497014320508,6.467316734415363e-05,0.07700682864176776,False,0.07700682864176776
Hunt,MDCE,DBCE,DBCE,1,41,13.840186231334656,294.6432702376089,6.372834278067785e-07,0.0005490181800126302,False,0.0005490181800126302
Hunt,MDCE,DBCE,DBCE,1,42,15.100688060926064,284.30091539504207,0.03163493537858031,0.3303831458934319,False,0.3303831458934319
Hunt,MDCE,DBCE,DBCE,1,43,16.07364701422565,273.5863187324434,4.7670688219092483e-07,0.0005453467794850319,False,0.0005453467794850319
Hunt,MDCE,DBCE,DBCE,1,44,16.06921480984376,273.6184652590836,0.0025594904623824632,0.002238934997833517,False,0.002238934997833517
Hunt,MDCE,DBCE,DBCE,1,45,16.044639025288728,273.6728014636413,6.332666988129176e-06,0.0005413818818336093,False,0.0005413818818336093
Hunt,MDCE,DBCE,DBCE,1,46,13.85681270840595,294.0450304387763,0.0021865321600609278,0.011682197600595412,False,0.011682197600595412
Hunt,MDCE,DBCE,DBCE,1,47,16.967453737515253,264.447370600418,5.340599733827389e-05,0.06221240222725296,False,0.06221240222725296
Hunt,MDCE,DBCE,DBCE,1,48,15.990787444310026,273.8849253436472,0.0004891861276909992,0.0005369752416991775,False,0.0005369752416991775
Hunt,MDCE,DBCE,DBCE,1,49,15.97978165182918,273.90453972796695,6.473921523308945e-07,0.000535208024455033,False,0.000535208024455033
Hunt,MDCE,DBCE,DBCE,1,50,15.9619106420327,274.1479947800836,0.002309567881500385,0.0005338831371799367,False,0.0005338831371799367
Hunt,MDCE,DBCE,DBCE,1,51,15.94410753819011,274.14870878247024,0.00024849006006100183,0.0005324824092076995,False,0.0005324824092076995
Hunt,MDCE,DBCE,DBCE,1,52,15.498944847315204,278.58807447248637,8.197257091069332e-05,0.04420868096200771,False,0.04420868096200771
Hunt,MDCE,DBCE,DBCE,1,53,1390.0727000392642,1094.014262168077,44.72860001703012,1.7559949967824835,False,1.7559949967824835
Hunt,MDCE,DBCE,DBCE,1,54,13.635637195419,295.3283584990522,2.1906346283628864e-06,0.0005304763427009128,False,0.0005304763427009128
Hunt,MDCE,DBCE,DBCE,1,55,13.618978306985692,295.419398533112,0.0002577483867938213,0.0005315577769563337,False,0.0005315577769563337
Hunt,MDCE,DBCE,DBCE,1,56,16.820435189737786,264.5740415119269,8.391670134799689e-05,0.06111375371837447,False,0.06111375371837447
Hunt,MDCE,DBCE,DBCE,1,57,15.878943929374628,273.8507934264285,0.0030563552538080963,0.0005283733252918207,False,0.0005283733252918207
