Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,check_CE
CaE,value-5,DBCE,DBCE,0,0,3.332338316397454e-08,406.349423409614,1.304556462855544e-11,-4.6747615251104554e-08,False,11.51025933836484
CaE,value-5,DBCE,DBCE,0,1,3.14098294590495,366.1015669656639,9.519650937761526e-06,0.0004485480438340214,False,12.731681331643939
CaE,value-5,DBCE,DBCE,0,2,4.8836220158055355,388.2709276034688,9.76598647817184e-06,0.0004965041211488049,False,0.0004974358501313738
CaE,value-5,DBCE,DBCE,0,3,6.8314979446126,390.8423812295241,9.392349225478824e-06,0.0004963806619303459,False,0.0004971390428089801
CaE,value-5,DBCE,DBCE,0,4,6.825529554494375,390.8572378862378,9.396898576596868e-06,0.0004969331022133205,False,0.0004975401421071268
CaE,value-5,DBCE,DBCE,0,5,0.1584866005737009,379.6838866413904,0.0011615422905606465,0.0004982463024505436,False,0.0004990362351824772
CaE,value-5,DBCE,DBCE,0,6,6.776230288044095,390.7950804335196,3.644139297875881e-05,0.0004982919600565846,False,0.000498930277763047
CaE,value-5,DBCE,DBCE,0,7,6.792169368397079,390.8488793513499,9.373083440067376e-06,0.000498924199934011,False,0.0004995768817340686
CaE,value-5,DBCE,DBCE,0,8,6.787496407755878,390.8889762750562,9.408877442496077e-06,0.0004997857986913961,False,0.000500412367404339
CaE,value-5,DBCE,DBCE,0,9,3.7385935111611044,385.02315066209206,0.001088779173336718,0.0005017437943002418,False,0.0036113824195466286
CaE,value-5,DBCE,DBCE,0,10,4.629988532019711,388.06439868831575,1.527455637528874e-05,0.00050237576313747,False,0.0005030664636258317
CaE,value-5,DBCE,DBCE,0,11,6.761618091559663,390.88975156517444,9.448477754858686e-06,0.0005021681187100543,False,0.0005028857479033397
CaE,value-5,DBCE,DBCE,0,12,6.309301261983215,390.32134895411565,0.0008144761705537462,0.0005037297049111074,False,0.0005045101396240313
CaE,value-5,DBCE,DBCE,0,13,4.674339644302361,391.9400278805872,0.5523361634968964,0.0005055563855790703,False,0.0005063603307627991
CaE,value-5,DBCE,DBCE,0,14,6.737637950915506,390.8669571674046,9.382264362756132e-06,0.0005039736485581831,False,0.0005047069510020155
CaE,value-5,DBCE,DBCE,0,15,6.751098823235905,390.9036187164725,1.1061464959993828e-05,0.0005046794047591293,False,0.0005053576681112635
