Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,check_CE
Hunt,value-10,DBCE,DBCE,0,0,7.813666233041712,412.3284452294474,5.044919575425411e-07,0.00010376294795913542,False,10.124154060616014
Hunt,value-10,DBCE,DBCE,0,1,8.667435077596933,420.39461443196205,0.00716004694760386,0.0007500318984525777,False,4.4476991679824325
Hunt,value-10,DBCE,DBCE,0,2,8.756140567981985,421.2400957714772,5.57467945583312e-07,0.0009762072710347522,False,0.0013227485708958379
Hunt,value-10,DBCE,DBCE,0,3,8.708994489708676,420.84192643419266,0.010887075242145272,0.0013350645259363608,False,0.0013396650885264154
Hunt,value-10,DBCE,DBCE,0,4,8.705035091907536,420.7478928248391,5.394757671695061e-07,0.0009838823684277143,False,0.0013697014311066617
Hunt,value-10,DBCE,DBCE,0,5,7.355683802304356,591.3804793491397,12.172471010293485,14.056147362077269,False,14.040112924299507
Hunt,value-10,DBCE,DBCE,0,6,8.897126824238002,422.5983012229341,9.62020905603822e-07,0.0009909250675147962,False,0.0023033351147459984
Hunt,value-10,DBCE,DBCE,0,7,8.862611842735049,422.2555980518504,2.4566111171964167e-06,0.001000672137214056,False,0.0010044344791848888
Hunt,value-10,DBCE,DBCE,0,8,8.744710940758823,426.71875925380334,0.08583743395040244,0.0009213038229243341,False,0.20383845282644797
Hunt,value-10,DBCE,DBCE,0,9,8.501737435361367,417.3989094502358,0.000133823571632663,0.01926717714100768,False,0.22845961684612762
Hunt,value-10,DBCE,DBCE,0,10,8.624301547292257,419.9430402334947,9.810738588456047e-05,0.0010075325930155128,False,0.30316875486864703
Hunt,value-10,DBCE,DBCE,0,11,8.602272935832453,419.75729751986205,0.0002181318186060821,0.0025444191921594897,False,0.2894941469627073
Hunt,value-10,DBCE,DBCE,0,12,8.56014140428168,420.6313055269749,0.07377773585863245,0.7176217490158066,False,0.5759703267674622
Hunt,value-10,DBCE,DBCE,0,13,8.607104048364373,419.82630763181385,6.585089096233787e-07,0.001019771909769169,False,0.26626038845302163
Hunt,value-10,DBCE,DBCE,0,14,8.603019360988005,419.79959193025945,3.07306982136879e-05,0.0010284634034630972,False,0.0010323291545556287
Hunt,value-10,DBCE,DBCE,0,15,8.555539625614674,418.19860859433066,1.084223033132048e-06,0.001036132200105631,False,0.0010409468614914293
Hunt,value-10,DBCE,DBCE,0,16,7.455382078765677,558.8359434956109,1.6787940306821962,9.192781878484539,False,9.322562849064255
Hunt,value-10,DBCE,DBCE,0,17,7.626512224725371,1156.2906839407276,76.58468638472623,150.50221568007103,False,150.6225506536266
Hunt,value-10,DBCE,DBCE,0,18,8.28696239363988,421.7566813030703,0.3083689580748121,0.0012576578427103257,False,0.30418000234742226
Hunt,value-10,DBCE,DBCE,0,19,8.347785355901753,417.2702747284206,1.6703742207746508e-06,0.0010446733406277798,False,0.3859143988777644
Hunt,value-10,DBCE,DBCE,0,20,8.35548363761691,417.3487926364594,2.5987577835451248e-05,0.0010483139208831821,False,0.07394061032742542
Hunt,value-10,DBCE,DBCE,0,21,8.347771793215143,417.29524987470967,4.0122718971247195e-05,0.001050373900181243,False,0.10466793894783465
Hunt,value-10,DBCE,DBCE,0,22,8.353103234035355,417.3229646713671,5.422978528457634e-07,0.0010542402361368454,False,0.3448055905068635
Hunt,value-10,DBCE,DBCE,0,23,7.608721259643378,572.8505522882399,10.398587696314191,6.174212622690902,False,6.335964587435424
Hunt,value-10,DBCE,DBCE,0,24,6.548678326751702,1383.4906598389364,29.54551642314899,175.55192647104462,False,177.63780011277206
Hunt,value-10,DBCE,DBCE,0,25,8.43889929931339,418.0882383955053,0.0002471412694902142,0.001060264522623255,False,0.22478406223159456
Hunt,value-10,DBCE,DBCE,0,26,8.44254403613238,418.1284130980315,1.1084330289179434e-06,0.001064774961383113,False,0.3003010738132224
Hunt,value-10,DBCE,DBCE,0,27,8.44032295874416,418.1259768565102,0.00017654284724422098,0.0010697612216705398,False,0.050253596052855225
Hunt,value-10,DBCE,DBCE,0,28,6.5375348480148885,635.6628992406244,13.714294145095508,18.246693654364325,False,18.27795472174247
Hunt,value-10,DBCE,DBCE,0,29,8.35463776200714,418.91768491021423,0.10062563302408023,0.01648687520535292,False,0.2843523680789251
Hunt,value-10,DBCE,DBCE,0,30,8.375865782520219,419.98270468446947,0.1975293593805052,0.001080882688759212,False,0.2095132478078974
Hunt,value-10,DBCE,DBCE,0,31,8.385931443065324,417.617200487477,9.758501491319294e-07,0.0010839586661802658,False,0.20697295123854675
Hunt,value-10,DBCE,DBCE,0,32,8.391281129436145,417.6809816594139,6.046055780473125e-07,0.0010876696110111246,False,0.15604027720326805
Hunt,value-10,DBCE,DBCE,0,33,8.402881699591434,417.80869285658275,0.0008867745647229697,0.0010914414744546185,False,0.1793528344400634
Hunt,value-10,DBCE,DBCE,0,34,8.402319524719609,417.79012309920836,5.430194427447077e-07,0.001094825393430131,False,0.25384272009649106
Hunt,value-10,DBCE,DBCE,0,35,8.420214939123195,417.9676544657825,7.729531464328865e-07,0.0011000984758381981,False,0.39449559105131515
